"GO_ID"	"Term"	"p.value"	"p.adj"	"z.score"	"set.size"	"set.mean"	"set.sd"
"GO:0044764"	"multi-organism cellular process"	4.71555698329538e-55	1.86813045223939e-52	15.5834584246514	743	0.00493464216196508	0.00987920483496397
"GO:0022411"	"cellular component disassembly"	4.77131639611017e-54	1.81609399767236e-51	15.4348470750631	703	0.00501340442358197	0.00969989292195467
"GO:0015935"	"small ribosomal subunit"	7.10285779671928e-52	2.33696060254093e-49	15.1086325674436	64	0.0145196646862264	0.0101932786150152
"GO:0005912"	"adherens junction"	4.21293429993184e-51	1.36302467717128e-48	14.9908572075056	444	0.00596810823632423	0.0093489336340773
"GO:0072594"	"establishment of protein localization to organelle"	4.0917983448032e-50	1.28112886240838e-47	14.8391087648215	568	0.00531804950660676	0.0104479467138005
"GO:0070161"	"anchoring junction"	1.80632987854069e-49	5.56578977813205e-47	14.7391570243763	462	0.00578203934330816	0.0093450815634704
"GO:0044403"	"symbiosis, encompassing mutualism through parasitism"	2.30492704334415e-49	6.88357596390717e-47	14.7226852892843	796	0.0045760013609804	0.00989457690361418
"GO:0044419"	"interspecies interaction between organisms"	2.30492704334415e-49	6.88357596390717e-47	14.7226852892843	796	0.0045760013609804	0.00989457690361418
"GO:0016071"	"mRNA metabolic process"	7.07915393515899e-49	2.08212933620161e-46	14.6466213551038	587	0.00518688442542081	0.00963834690640212
"GO:0019058"	"viral life cycle"	2.42294767574416e-48	7.02003884799188e-46	14.5627629450714	384	0.00620387321400056	0.0110818644574521
"GO:0034655"	"nucleobase-containing compound catabolic process"	3.06978138622511e-47	8.51294232420025e-45	14.3881739218034	377	0.00618977872242173	0.0108082912869754
"GO:0006605"	"protein targeting"	1.26385711747013e-46	3.45549216399017e-44	14.2899553595612	608	0.00500666679930596	0.0103057213896839
"GO:0005198"	"structural molecule activity"	8.55018619178413e-46	2.3052251993738e-43	14.1561958861917	603	0.00498562122863352	0.00948282801120039
"GO:0033365"	"protein localization to organelle"	2.0251782351446e-44	5.24170132008361e-42	13.9319685964461	731	0.0045369553424764	0.00998878146566693
"GO:0044802"	"single-organism membrane organization"	1.01995411341797e-40	2.38546376502044e-38	13.3094452119632	771	0.00427839047530114	0.009487801090583
"GO:0022904"	"respiratory electron transport chain"	4.61152142940593e-40	1.06570064270986e-37	13.1962353328313	108	0.0100426564212182	0.00915960101221601
"GO:0019439"	"aromatic compound catabolic process"	7.97101769249381e-40	1.82039288760812e-37	13.1549350911379	425	0.00544735335737287	0.0106124000787222
"GO:0046700"	"heterocycle catabolic process"	1.35999444247102e-39	3.06979210665667e-37	13.1144919457636	422	0.00544986658018606	0.0106040878470808
"GO:0022900"	"electron transport chain"	1.50772999242511e-39	3.36414420838577e-37	13.1066711779748	110	0.00989700633471026	0.00914279442722438
"GO:0044270"	"cellular nitrogen compound catabolic process"	2.81883254327695e-39	6.14822217192047e-37	13.0591186922447	422	0.0054306167908418	0.0106451543539588
"GO:0005743"	"mitochondrial inner membrane"	2.38962965577724e-36	4.7822155544276e-34	12.5354029726111	427	0.00522232523435523	0.00888504744215615
"GO:0005740"	"mitochondrial envelope"	2.42484839029939e-34	4.66051058935561e-32	12.1637230674993	628	0.00433595801984087	0.00851671419070197
"GO:1901361"	"organic cyclic compound catabolic process"	2.79174961038102e-34	5.31308268987414e-32	12.1522108623633	461	0.00492804079507891	0.0106101552017399
"GO:0031966"	"mitochondrial membrane"	2.90344036895638e-33	5.3677699468744e-31	11.9592719400301	594	0.00437718139009005	0.0085129703626302
"GO:0019866"	"organelle inner membrane"	5.99637336369445e-32	1.06790458473428e-29	11.7051637689084	471	0.00473687909601801	0.00880800411409325
"GO:0045333"	"cellular respiration"	2.96030968100563e-30	4.9970027415375e-28	11.369677117675	163	0.00729893272690348	0.00929619976922435
"GO:0044455"	"mitochondrial membrane part"	1.30598731353948e-27	2.09519220912631e-25	10.8253087103626	150	0.00725341946692081	0.0100809900253745
"GO:0070469"	"respiratory chain"	1.37685748637486e-26	2.19078340373022e-24	10.6073768867416	71	0.00997350406392976	0.00823535869832935
"GO:0005746"	"mitochondrial respiratory chain"	4.51737756307279e-24	6.9048293901078e-22	10.0516438539523	64	0.00995796177078954	0.00843167231080699
"GO:0009205"	"purine ribonucleoside triphosphate metabolic process"	5.19599786165507e-24	7.88005550706626e-22	10.0378446725959	126	0.00733248049473727	0.00906246902815836
"GO:0046034"	"ATP metabolic process"	1.3996641353903e-23	2.09002155355357e-21	9.93960575100519	115	0.00756966775758809	0.00905682892268505
"GO:0009144"	"purine nucleoside triphosphate metabolic process"	2.46288175142066e-23	3.59469628259984e-21	9.88315401464469	134	0.00703954170553474	0.0089559947222363
"GO:0009141"	"nucleoside triphosphate metabolic process"	4.73189172123191e-23	6.85488672332492e-21	9.81752570674613	153	0.00660373964731367	0.00919826552717199
"GO:0009199"	"ribonucleoside triphosphate metabolic process"	2.38010459880556e-22	3.34801380231982e-20	9.65329295989175	131	0.00696544263242204	0.00917160833889454
"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"	2.81162180295867e-22	3.89851445993098e-20	9.63619756432605	140	0.0067550036606445	0.0093117801341938
"GO:0009126"	"purine nucleoside monophosphate metabolic process"	4.3269760210366e-22	5.91515905072975e-20	9.59182618004963	141	0.00670709583326404	0.00929588699567783
"GO:0022613"	"ribonucleoprotein complex biogenesis"	1.11290648115812e-21	1.51075109176514e-19	9.49388466224512	304	0.00479287385203122	0.00854577653091707
"GO:0009161"	"ribonucleoside monophosphate metabolic process"	2.48406311374669e-21	3.34865508083686e-19	9.40985694458523	154	0.00634854558416398	0.00919692313615176
"GO:0009123"	"nucleoside monophosphate metabolic process"	3.03054303732846e-21	4.05716561659448e-19	9.38893347464301	164	0.00616623955280385	0.00900687634492813
"GO:0005753"	"mitochondrial proton-transporting ATP synthase complex"	1.25914490011502e-19	1.64043763765321e-17	8.98797426752299	20	0.015412691771447	0.0104313803784175
"GO:0005747"	"mitochondrial respiratory chain complex I"	1.60622486930961e-19	2.0513182344104e-17	8.9611721831539	41	0.010996952870495	0.00796725199619268
"GO:0030964"	"NADH dehydrogenase complex"	1.60622486930961e-19	2.0513182344104e-17	8.9611721831539	41	0.010996952870495	0.00796725199619268
"GO:0045271"	"respiratory chain complex I"	1.60622486930961e-19	2.0513182344104e-17	8.9611721831539	41	0.010996952870495	0.00796725199619268
"GO:0045259"	"proton-transporting ATP synthase complex"	3.16961793928154e-19	3.99536515826839e-17	8.88592281402828	21	0.014901399517313	0.0104337350417363
"GO:0006091"	"generation of precursor metabolites and energy"	1.88985325829931e-18	2.33667716242715e-16	8.6852318520239	420	0.00391745108711812	0.00907165237993163
"GO:0015980"	"energy derivation by oxidation of organic compounds"	1.36493470901371e-17	1.6457212777251e-15	8.45757842778127	337	0.00418916300049609	0.00923875378414092
"GO:0003954"	"NADH dehydrogenase activity"	5.2912176595053e-17	6.18753718110342e-15	8.2980609856893	39	0.0104866253179075	0.00758923431286791
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	5.2912176595053e-17	6.18753718110342e-15	8.2980609856893	39	0.0104866253179075	0.00758923431286791
"GO:0050136"	"NADH dehydrogenase (quinone) activity"	5.2912176595053e-17	6.18753718110342e-15	8.2980609856893	39	0.0104866253179075	0.00758923431286791
"GO:0042254"	"ribosome biogenesis"	5.57167239627277e-17	6.47648530278126e-15	8.29192151980768	185	0.00527477395795095	0.00882230345664875
"GO:0042773"	"ATP synthesis coupled electron transport"	1.3964503940851e-16	1.55792500287241e-14	8.18194864805094	54	0.00892808879500397	0.00816881727959662
"GO:0042775"	"mitochondrial ATP synthesis coupled electron transport"	1.3964503940851e-16	1.55792500287241e-14	8.18194864805094	54	0.00892808879500397	0.00816881727959662
"GO:1990204"	"oxidoreductase complex"	5.42942302009127e-16	5.92112132955122e-14	8.0167402022698	83	0.00723744164771073	0.00831635654299297
"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	3.76174075188135e-15	3.96863649323483e-13	7.77535718546081	43	0.00945277365386008	0.0081355921443519
"GO:0072413"	"signal transduction involved in mitotic cell cycle checkpoint"	7.54239178389799e-15	7.78792070792701e-13	7.68681090121495	68	0.00761693384293307	0.00802120196924177
"GO:1902402"	"signal transduction involved in mitotic DNA damage checkpoint"	7.54239178389799e-15	7.78792070792701e-13	7.68681090121495	68	0.00761693384293307	0.00802120196924177
"GO:1902403"	"signal transduction involved in mitotic DNA integrity checkpoint"	7.54239178389799e-15	7.78792070792701e-13	7.68681090121495	68	0.00761693384293307	0.00802120196924177
"GO:0007005"	"mitochondrion organization"	8.5577473230483e-15	8.74331531763229e-13	7.67062899139181	620	0.00307785788495307	0.00783889503270434
"GO:0042776"	"mitochondrial ATP synthesis coupled proton transport"	8.66694018661095e-15	8.80851533520899e-13	7.66900268896846	17	0.0143316996741625	0.00943923040456764
"GO:0031397"	"negative regulation of protein ubiquitination"	1.08815148483699e-14	1.1001664908154e-12	7.63975805974411	114	0.00604690891469457	0.00779004885786178
"GO:0070124"	"mitochondrial translational initiation"	1.18321857191509e-14	1.18395045969153e-12	7.62896617374142	84	0.00689421861611888	0.00734820355061559
"GO:0051437"	"positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition"	1.30867439057417e-14	1.30276857793978e-12	7.61596190609538	72	0.00736642948927015	0.00847739120141142
"GO:0009894"	"regulation of catabolic process"	1.57787370459307e-14	1.56273899763064e-12	7.5917659168613	693	0.00293372245848055	0.00818191774259882
"GO:1903321"	"negative regulation of protein modification by small protein conjugation or removal"	1.59675599455993e-14	1.57341255666991e-12	7.59022470201743	121	0.00586208458936643	0.00794500553039852
"GO:0051352"	"negative regulation of ligase activity"	1.98414367072182e-14	1.93316947030476e-12	7.56202937449063	74	0.00723272098937364	0.00824857547582205
"GO:0051444"	"negative regulation of ubiquitin-protein transferase activity"	1.98414367072182e-14	1.93316947030476e-12	7.56202937449063	74	0.00723272098937364	0.00824857547582205
"GO:0042274"	"ribosomal small subunit biogenesis"	2.03590091064737e-14	1.96621435211377e-12	7.55868002250736	46	0.00893748740491592	0.0100058661476913
"GO:0044819"	"mitotic G1/S transition checkpoint"	2.6763278993582e-14	2.55925503361288e-12	7.52301676244883	76	0.00711607310813761	0.00834782285113082
"GO:0031571"	"mitotic G1 DNA damage checkpoint"	2.79850711710812e-14	2.66297157633838e-12	7.51718045165353	75	0.00715275715902581	0.00839786843521158
"GO:0016469"	"proton-transporting two-sector ATPase complex"	3.02801992583373e-14	2.86731330733095e-12	7.50686440335636	46	0.0088823263329552	0.0110999943676691
"GO:0006119"	"oxidative phosphorylation"	3.97457975319819e-14	3.72727256855474e-12	7.47115889697133	69	0.00738049960116272	0.00822454841425468
"GO:0051436"	"negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	4.27795107239049e-14	3.99248010659828e-12	7.46147527236218	67	0.00746849306894967	0.00829579259143824
"GO:0072431"	"signal transduction involved in mitotic G1 DNA damage checkpoint"	4.73008345701737e-14	4.37239905083911e-12	7.44822878180462	66	0.00750656252030228	0.00811475468645327
"GO:1902400"	"intracellular signal transduction involved in G1 DNA damage checkpoint"	4.73008345701737e-14	4.37239905083911e-12	7.44822878180462	66	0.00750656252030228	0.00811475468645327
"GO:0046128"	"purine ribonucleoside metabolic process"	5.16852828733757e-14	4.75504602435056e-12	7.43652224580106	208	0.00459628895540616	0.00923496249570826
"GO:0072395"	"signal transduction involved in cell cycle checkpoint"	5.20489298945905e-14	4.76591427883863e-12	7.43559558716249	71	0.00725762054818203	0.00814509747670873
"GO:0006417"	"regulation of translation"	6.42793586028739e-14	5.85817328262435e-12	7.40764827154133	263	0.00416806801692984	0.00864389071070765
"GO:0042278"	"purine nucleoside metabolic process"	6.48042529070269e-14	5.87841195061312e-12	7.40656932319808	210	0.00456353344623696	0.00919746375153577
"GO:0006977"	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"	7.03722074547609e-14	6.35379205168288e-12	7.39562525741391	65	0.00751036795745036	0.00817784613145659
"GO:0044783"	"G1 DNA damage checkpoint"	7.85163152593343e-14	7.02377286550321e-12	7.38106134198113	76	0.00699860514435986	0.00844925131479696
"GO:0072401"	"signal transduction involved in DNA integrity checkpoint"	8.74966287798216e-14	7.75563725056574e-12	7.36663155069295	70	0.0072436486872971	0.00820305059485432
"GO:0072422"	"signal transduction involved in DNA damage checkpoint"	8.74966287798216e-14	7.75563725056574e-12	7.36663155069295	70	0.0072436486872971	0.00820305059485432
"GO:0071826"	"ribonucleoprotein complex subunit organization"	9.82145192729223e-14	8.62687895079624e-12	7.35120421584246	158	0.00509971064055918	0.00875314409855254
"GO:0051439"	"regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	1.18989623368363e-13	1.03579666763527e-11	7.32551711787724	78	0.00687407527329438	0.00851861002418504
"GO:0006364"	"rRNA processing"	1.19607359187538e-13	1.03652591810201e-11	7.32482272740242	137	0.00539732404303443	0.00896292796190049
"GO:0016655"	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"	1.24726185307861e-13	1.07608209297609e-11	7.31920065213137	53	0.00814831400729632	0.00891122789101109
"GO:0032543"	"mitochondrial translation"	2.36973276600587e-13	2.01759879182921e-11	7.23256760976125	107	0.00593025564052204	0.00759456109394812
"GO:0000502"	"proteasome complex"	2.64241841304757e-13	2.23994001022181e-11	7.21776647235599	66	0.00730185781481701	0.00758610010582334
"GO:0042176"	"regulation of protein catabolic process"	3.34402033373827e-13	2.8223531616751e-11	7.18566590483385	377	0.00353718024065579	0.00836575908278358
"GO:0070125"	"mitochondrial translational elongation"	5.07801931587355e-13	4.23066570642649e-11	7.1283755204503	84	0.00650029066664643	0.0071175303703305
"GO:0070126"	"mitochondrial translational termination"	5.19989708979593e-13	4.31369240628712e-11	7.12510954509362	84	0.00649772058475052	0.00702774979016961
"GO:0008135"	"translation factor activity, nucleic acid binding"	5.49891545416239e-13	4.51520161460511e-11	7.11740457634903	79	0.00666701695294782	0.00771434588973614
"GO:0019843"	"rRNA binding"	5.5981496965366e-13	4.56602024828439e-11	7.11493819880871	37	0.00933839855260775	0.0109858332860786
"GO:0044773"	"mitotic DNA damage checkpoint"	5.69165620533222e-13	4.6228631907075e-11	7.11265312814412	102	0.00596745326942915	0.00852895472572984
"GO:0051443"	"positive regulation of ubiquitin-protein transferase activity"	8.85931673133821e-13	7.04824001593186e-11	7.05135301333478	89	0.00628077856081117	0.00830805836750045
"GO:0016072"	"rRNA metabolic process"	1.13464758161414e-12	8.95356863995677e-11	7.01684783328039	141	0.00514567515740964	0.00900933926598619
"GO:0009116"	"nucleoside metabolic process"	1.25568577435142e-12	9.8685717618258e-11	7.00266594041162	251	0.00406320301678766	0.00913535837278653
"GO:0051351"	"positive regulation of ligase activity"	1.29101589859323e-12	1.01053228320531e-10	6.99877877604394	94	0.00609561131699449	0.00841258082276553
"GO:0071158"	"positive regulation of cell cycle arrest"	1.30610011572076e-12	1.01823355206311e-10	6.99715083378527	85	0.00636438256292942	0.00834593102342797
"GO:0051340"	"regulation of ligase activity"	1.36594307456193e-12	1.06062747853584e-10	6.9908690748016	111	0.00567271948144383	0.00830045151499234
"GO:0044774"	"mitotic DNA integrity checkpoint"	1.59145598983778e-12	1.23081050496936e-10	6.96940191221738	107	0.00574688840401607	0.00844907566984294
"GO:0002479"	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"	1.67528168902133e-12	1.29049873600325e-10	6.96217608406532	75	0.00669042660935358	0.00892347822440335
"GO:0051438"	"regulation of ubiquitin-protein transferase activity"	2.16027111585069e-12	1.65751711070726e-10	6.92627891988478	105	0.00576286945714703	0.00824055779702264
"GO:0030330"	"DNA damage response, signal transduction by p53 class mediator"	2.19739702292685e-12	1.6727792552571e-10	6.92386672311686	111	0.005626888142694	0.00777259854944789
"GO:0004930"	"G-protein coupled receptor activity"	2.27063684773107e-12	1.72178134719357e-10	-6.91922304664307	768	-0.000873936764783146	0.00432213862802536
"GO:0022618"	"ribonucleoprotein complex assembly"	2.66911272062793e-12	2.01606288454589e-10	6.89627913809862	149	0.0049578078460777	0.00872837455122907
"GO:0071156"	"regulation of cell cycle arrest"	2.69110718041862e-12	2.02479738706536e-10	6.89511262828113	105	0.00574094645607357	0.0081653302349398
"GO:1902600"	"hydrogen ion transmembrane transport"	3.0988639105875e-12	2.32259251862257e-10	6.87502893425202	96	0.00594974976526286	0.0109476352935302
"GO:2000134"	"negative regulation of G1/S transition of mitotic cell cycle"	3.3587225260246e-12	2.48853136164845e-10	6.86354053777769	99	0.00586375225737005	0.00899174269131393
"GO:0010608"	"posttranscriptional regulation of gene expression"	3.60816355560711e-12	2.66318140461769e-10	6.85330445960104	467	0.00315254149719254	0.00813994504662341
"GO:0015078"	"hydrogen ion transmembrane transporter activity"	3.97211890006356e-12	2.92070069633852e-10	6.83954991048719	93	0.00600461786282666	0.0108674432175191
"GO:0034622"	"cellular macromolecular complex assembly"	5.28439458077362e-12	3.85641607526231e-10	6.79853560997109	712	0.00269466026139695	0.00762947230197948
"GO:2000058"	"regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process"	5.58678755047008e-12	4.06182471646911e-10	6.79051268645306	95	0.00591393426334664	0.00861633288439327
"GO:0042770"	"signal transduction in response to DNA damage"	6.32352720388434e-12	4.54638185488159e-10	6.77262032150412	127	0.0052197815779715	0.00767452974177837
"GO:1902807"	"negative regulation of cell cycle G1/S phase transition"	6.39267000353511e-12	4.57913321434035e-10	6.77104737040234	101	0.00574763835128352	0.00893915334030015
"GO:0031396"	"regulation of protein ubiquitination"	6.57637875414853e-12	4.69340677851218e-10	6.7669477206542	220	0.00416825352689524	0.00786351038489449
"GO:0032269"	"negative regulation of cellular protein metabolic process"	8.36295871377187e-12	5.92488155298319e-10	6.7320760493288	759	0.00261839292025632	0.0074300838591355
"GO:1903050"	"regulation of proteolysis involved in cellular protein catabolic process"	9.12074420789148e-12	6.43825042049416e-10	6.71944750605905	263	0.0038635949998763	0.00806525421021881
"GO:0031329"	"regulation of cellular catabolic process"	9.73983129380529e-12	6.85034800997638e-10	6.70987093935738	603	0.00283168912286545	0.00809420003060111
"GO:0003743"	"translation initiation factor activity"	9.88302331589581e-12	6.92596565372453e-10	6.70774091350167	50	0.00773923017449629	0.00682097089232627
"GO:2000060"	"positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process"	1.08154092067353e-11	7.52504385380453e-10	6.69456901391928	86	0.00609699776387642	0.00881245261092033
"GO:0015992"	"proton transport"	1.11650506328773e-11	7.74057010305054e-10	6.68991450729676	128	0.00515005676965982	0.010492905126336
"GO:0019941"	"modification-dependent protein catabolic process"	1.17552959024192e-11	8.09197886729649e-10	6.68237160919779	491	0.00304002709539566	0.00739242829299019
"GO:0009119"	"ribonucleoside metabolic process"	1.19131571521263e-11	8.17166807904859e-10	6.68041709397975	232	0.0040404510949619	0.00934295684472504
"GO:0006511"	"ubiquitin-dependent protein catabolic process"	1.19742315325983e-11	8.18464022925346e-10	6.67966771307496	483	0.00305738997202146	0.0073887359179394
"GO:0043632"	"modification-dependent macromolecule catabolic process"	1.27896194319549e-11	8.71130148817926e-10	6.67000633185517	497	0.00302268212803465	0.00735903240885025
"GO:0009142"	"nucleoside triphosphate biosynthetic process"	1.45679743800207e-11	9.88788526800564e-10	6.6508730634857	60	0.00708773832573892	0.0101129163664889
"GO:0030163"	"protein catabolic process"	1.71026912565219e-11	1.1567855145352e-09	6.62722596481743	678	0.00269459664274371	0.00776585242644057
"GO:0006818"	"hydrogen transport"	1.86731150502224e-11	1.25426473825231e-09	6.61424123525318	130	0.00506911668359458	0.0104333217537537
"GO:1903320"	"regulation of protein modification by small protein conjugation or removal"	1.88619709457164e-11	1.26258131033878e-09	6.61275229079259	238	0.00396845892595537	0.00791823046158084
"GO:0044257"	"cellular protein catabolic process"	1.91943130088735e-11	1.28041238532045e-09	6.61016717532716	556	0.00288481628929741	0.00758939692591991
"GO:1903362"	"regulation of cellular protein catabolic process"	1.9879304101235e-11	1.32156524388073e-09	6.60497438530035	272	0.00376344204377383	0.00813959341531017
"GO:0000313"	"organellar ribosome"	2.11952685242829e-11	1.39472051726569e-09	6.59547188384658	58	0.00714153567033016	0.00689966881297401
"GO:0005761"	"mitochondrial ribosome"	2.11952685242829e-11	1.39472051726569e-09	6.59547188384658	58	0.00714153567033016	0.00689966881297401
"GO:1903052"	"positive regulation of proteolysis involved in cellular protein catabolic process"	2.42749390423130e-11	1.59197674557223e-09	6.57531621341728	145	0.00482210166719832	0.00825097124759081
"GO:0000209"	"protein polyubiquitination"	2.52956138421261e-11	1.65332813435472e-09	6.56918549920625	192	0.00429935713191715	0.00821848765702551
"GO:0031400"	"negative regulation of protein modification process"	2.63720561089751e-11	1.71790051405176e-09	6.56297664250279	432	0.00314509058163081	0.00762259301931589
"GO:0051603"	"proteolysis involved in cellular protein catabolic process"	2.93093973441353e-11	1.90285625834232e-09	6.54721792810286	534	0.00290741983289023	0.00759575013913714
"GO:0006521"	"regulation of cellular amino acid metabolic process"	3.53535077004214e-11	2.2876076382686e-09	6.51914979576292	62	0.00686588522593193	0.0085296356121
"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	3.76280985019551e-11	2.42669982764104e-09	6.50978948090982	355	0.00336303452715978	0.0074711996977898
"GO:0051348"	"negative regulation of transferase activity"	4.03842459962113e-11	2.5958244479419e-09	6.49916229446812	304	0.00356201054888002	0.00754785639715613
"GO:1901657"	"glycosyl compound metabolic process"	4.51822577836199e-11	2.89464682539812e-09	6.48225037626502	269	0.00372599272476594	0.0090801614786252
"GO:0034660"	"ncRNA metabolic process"	4.76057615246192e-11	3.03987842998654e-09	6.47436495241157	388	0.00324041207533571	0.00769420029129735
"GO:1903364"	"positive regulation of cellular protein catabolic process"	5.18868126444853e-11	3.29159087272794e-09	6.46134907162401	149	0.00470131145219563	0.0082317882313194
"GO:0010498"	"proteasomal protein catabolic process"	5.50772901670028e-11	3.48260702515263e-09	6.4523146337752	375	0.00327356437214488	0.00751249703354691
"GO:0000077"	"DNA damage checkpoint"	6.66931766632053e-11	4.176283694794e-09	6.42326002578279	152	0.0046409532868333	0.00843275116226657
"GO:0031145"	"anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process"	6.9595581912719e-11	4.3440174793881e-09	6.41677526261918	109	0.00532036654398125	0.00805027606964428
"GO:1901991"	"negative regulation of mitotic cell cycle phase transition"	7.70832684407182e-11	4.79596284285648e-09	6.40119399781446	149	0.00466583549710491	0.00824292023227814
